year,month,raw_temperature,raw_anomaly,qc_failed,continuity_breaks,adj_temperature,adj_anomaly,region_expect_temperature,region_expect_anomaly
1893,5,13.0,-0.192,0.0,0.0,12.743,-0.449,12.128,-0.894
1893,6,16.5,-0.483,0.0,0.0,16.257,-0.726,16.263,-0.549
1893,7,18.4,0.087,0.0,0.0,18.146,-0.167,18.108,-0.034
1893,8,17.2,-0.525,0.0,0.0,16.954,-0.771,17.012,-0.542
1893,9,13.3,-0.665,0.0,0.0,13.102,-0.864,12.661,-1.134
1893,10,11.0,2.152,0.0,0.0,10.822,1.974,10.47,1.792
1893,11,1.6,-2.131,0.0,0.0,1.358,-2.373,2.055,-1.506
1893,12,-0.1,0.671,0.0,0.0,-0.431,0.341,-0.098,0.844
1894,1,-4.9,-1.586,0.0,0.0,-5.253,-1.94,-5.383,-1.899
1894,2,-0.4,1.426,0.0,0.0,-0.72,1.106,-0.606,1.39
1894,3,4.8,2.278,0.0,0.0,4.507,1.985,4.121,1.769
1894,4,10.3,2.111,0.0,0.0,10.02,1.83,10.014,1.995
1894,5,14.2,1.008,0.0,0.0,13.943,0.751,13.123,0.101
1894,6,14.8,-2.183,0.0,0.0,14.557,-2.426,14.461,-2.351
1894,7,19.7,1.387,0.0,0.0,19.446,1.133,19.184,1.041
1894,8,17.5,-0.225,0.0,0.0,17.254,-0.471,17.051,-0.504
1894,9,11.5,-2.465,0.0,0.0,11.302,-2.664,10.844,-2.951
1894,10,9.2,0.352,0.0,0.0,9.022,0.174,8.559,-0.119
1894,11,3.4,-0.331,0.0,0.0,3.158,-0.573,3.916,0.355
1894,12,-1.3,-0.529,0.0,0.0,-1.631,-0.859,-1.095,-0.154
1895,1,-3.3,0.014,0.0,0.0,-3.653,-0.34,-4.278,-0.794
1895,2,-6.9,-5.074,0.0,0.0,-7.22,-5.394,-7.427,-5.431
1895,3,0.6,-1.922,0.0,0.0,0.307,-2.215,0.358,-1.994
1895,4,9.0,0.811,0.0,0.0,8.72,0.53,8.33,0.311
1895,5,14.1,0.908,0.0,0.0,13.843,0.651,13.353,0.331
1895,6,17.2,0.217,0.0,0.0,16.957,-0.026,16.981,0.168
1895,7,19.9,1.587,0.0,0.0,19.646,1.333,19.192,1.05
1895,8,18.0,0.275,0.0,0.0,17.754,0.029,17.568,0.013
1895,9,14.9,0.935,0.0,0.0,14.702,0.736,14.375,0.58
1895,10,8.7,-0.148,0.0,0.0,8.522,-0.326,8.133,-0.545
1895,11,3.7,-0.031,0.0,0.0,3.458,-0.273,3.916,0.355
1895,12,-1.8,-1.029,0.0,0.0,-2.131,-1.359,-2.261,-1.319
1896,1,-5.5,-2.186,0.0,0.0,-5.853,-2.54,-5.706,-2.223
1896,2,-1.4,0.426,0.0,0.0,-1.72,0.106,-2.005,-0.01
1896,3,4.9,2.378,0.0,0.0,4.607,2.085,4.275,1.923
1896,4,6.2,-1.989,0.0,0.0,5.92,-2.27,5.688,-2.331
1896,5,12.7,-0.492,0.0,0.0,12.443,-0.749,11.703,-1.319
1896,6,18.2,1.217,0.0,0.0,17.957,0.974,17.851,1.039
1896,7,19.5,1.187,0.0,0.0,19.246,0.933,18.837,0.694
1896,8,16.8,-0.925,0.0,0.0,16.554,-1.171,16.428,-1.127
1896,9,14.3,0.335,0.0,0.0,14.102,0.136,13.521,-0.274
1896,10,11.6,2.752,0.0,0.0,11.422,2.574,11.112,2.434
1896,11,0.5,-3.231,0.0,0.0,0.258,-3.473,0.926,-2.634
1896,12,-2.4,-1.629,0.0,0.0,-2.731,-1.959,-1.99,-1.049
1897,1,-3.7,-0.386,0.0,0.0,-4.053,-0.74,-4.536,-1.052
1897,2,-0.5,1.326,0.0,0.0,-0.82,1.006,-1.534,0.462
1897,3,5.1,2.578,0.0,0.0,4.807,2.285,4.502,2.15
1897,4,8.2,0.011,0.0,0.0,7.92,-0.27,7.978,-0.041
1897,5,13.2,0.008,0.0,0.0,12.943,-0.249,12.58,-0.442
1897,6,17.6,0.617,0.0,0.0,17.357,0.374,17.481,0.669
1897,7,18.6,0.287,0.0,0.0,18.346,0.033,17.846,-0.297
1897,8,18.8,1.075,0.0,0.0,18.554,0.829,18.528,0.973
1897,9,14.2,0.235,0.0,0.0,14.002,0.036,13.314,-0.481
1897,10,7.4,-1.448,0.0,0.0,7.222,-1.626,7.262,-1.416
1897,11,1.0,-2.731,0.0,0.0,0.758,-2.973,1.391,-2.17
1897,12,-2.1,-1.329,0.0,0.0,-2.431,-1.659,-1.796,-0.855
1898,1,0.3,3.614,0.0,0.0,-0.053,3.26,-0.727,2.757
1898,2,0.6,2.426,0.0,0.0,0.28,2.106,-0.156,1.84
1898,3,4.0,1.478,0.0,0.0,3.707,1.185,3.382,1.03
1898,4,8.9,0.711,0.0,0.0,8.62,0.43,7.997,-0.023
1898,5,14.7,1.508,0.0,0.0,14.443,1.251,13.635,0.613
1898,6,17.7,0.717,0.0,0.0,17.457,0.474,16.261,-0.552
1898,7,16.7,-1.613,0.0,0.0,16.446,-1.867,15.616,-2.527
1898,8,18.6,0.875,0.0,0.0,18.354,0.629,18.332,0.778
1898,9,13.5,-0.465,0.0,0.0,13.302,-0.664,12.832,-0.963
1898,10,8.4,-0.448,0.0,0.0,8.222,-0.626,8.017,-0.661
1898,11,5.3,1.569,0.0,0.0,5.058,1.327,5.621,2.06
1898,12,1.9,2.671,0.0,0.0,1.569,2.341,1.872,2.814
1899,1,1.2,4.514,0.0,0.0,0.847,4.16,0.175,3.659
1899,2,0.6,2.426,0.0,0.0,0.28,2.106,-0.237,1.759
1899,3,2.9,0.378,0.0,0.0,2.607,0.085,2.031,-0.321
1899,4,9.1,0.911,0.0,0.0,8.82,0.63,8.234,0.214
1899,5,13.8,0.608,0.0,0.0,13.543,0.351,12.357,-0.665
1899,6,15.0,-1.983,0.0,0.0,14.757,-2.226,14.561,-2.252
1899,7,18.2,-0.113,0.0,0.0,17.946,-0.367,17.908,-0.235
1899,8,16.2,-1.525,0.0,0.0,15.954,-1.771,16.171,-1.384
1899,9,14.3,0.335,0.0,0.0,14.102,0.136,13.326,-0.469
1899,10,8.2,-0.648,0.0,0.0,8.022,-0.826,7.879,-0.799
1899,11,4.7,0.969,0.0,0.0,4.458,0.727,5.47,1.91
1899,12,-4.1,-3.329,0.0,0.0,-4.431,-3.659,-4.316,-3.374
1900,1,-1.2,2.114,0.0,0.0,-1.553,1.76,-2.237,1.246
1900,2,-1.8,0.026,0.0,0.0,-2.12,-0.294,-0.172,1.824
1900,3,0.1,-2.422,0.0,0.0,-0.193,-2.715,-0.272,-2.624
1900,4,7.2,-0.989,0.0,0.0,6.92,-1.27,6.651,-1.368
1900,5,12.5,-0.692,0.0,0.0,12.243,-0.949,11.646,-1.376
1900,6,17.8,0.817,0.0,0.0,17.557,0.574,17.045,0.233
1900,7,20.1,1.787,0.0,0.0,19.846,1.533,19.303,1.16
1900,8,18.0,0.275,0.0,0.0,17.754,0.029,17.853,0.298
1900,9,14.6,0.635,0.0,0.0,14.402,0.436,13.772,-0.023
1900,10,9.2,0.352,0.0,0.0,9.022,0.174,8.949,0.271
1900,11,5.0,1.269,0.0,0.0,4.758,1.027,5.303,1.743
1900,12,1.0,1.771,0.0,0.0,0.669,1.441,0.944,1.886
1901,1,-5.3,-1.986,0.0,0.0,-5.653,-2.34,-6.44,-2.956
1901,2,-4.1,-2.274,0.0,0.0,-4.42,-2.594,-5.544,-3.548
1901,3,0.6,-1.922,0.0,0.0,0.307,-2.215,1.455,-0.897
1901,4,8.7,0.511,0.0,0.0,8.42,0.23,7.979,-0.041
1901,5,14.5,1.308,0.0,0.0,14.243,1.051,13.796,0.774
1901,6,17.8,0.817,0.0,0.0,17.557,0.574,17.439,0.627
1901,7,19.5,1.187,0.0,0.0,19.246,0.933,19.115,0.973
1901,8,17.8,0.075,0.0,0.0,17.554,-0.171,17.552,-0.003
1901,9,13.0,-0.965,0.0,0.0,12.802,-1.164,12.803,-0.992
1901,10,10.2,1.352,0.0,0.0,10.022,1.174,10.0,1.322
1901,11,2.7,-1.031,0.0,0.0,2.458,-1.273,2.754,-0.807
1901,12,1.7,2.471,0.0,0.0,1.369,2.141,0.991,1.932
1902,1,2.4,5.714,0.0,0.0,2.047,5.36,1.068,4.552
1902,2,-1.7,0.126,0.0,0.0,-2.02,-0.194,-2.183,-0.187
1902,3,2.5,-0.022,0.0,0.0,2.207,-0.315,2.175,-0.177
1902,4,6.7,-1.489,0.0,0.0,6.42,-1.77,6.236,-1.783
1902,5,10.6,-2.592,0.0,0.0,10.343,-2.849,9.677,-3.345
1902,6,16.2,-0.783,0.0,0.0,15.957,-1.026,15.711,-1.101
1902,7,17.2,-1.113,0.0,0.0,16.946,-1.367,16.118,-2.025
1902,8,16.7,-1.025,0.0,0.0,16.454,-1.271,16.126,-1.428
1902,9,13.1,-0.865,0.0,0.0,12.902,-1.064,12.32,-1.475
1902,10,6.9,-1.948,0.0,0.0,6.722,-2.126,6.888,-1.79
1902,11,-0.4,-4.131,0.0,0.0,-0.642,-4.373,-0.145,-3.706
1902,12,-5.2,-4.429,0.0,0.0,-5.531,-4.759,-5.162,-4.22
1903,1,-3.8,-0.486,0.0,0.0,-4.153,-0.84,-3.422,0.061
1903,2,2.5,4.326,0.0,0.0,2.18,4.006,1.729,3.725
1903,3,6.3,3.778,0.0,0.0,6.007,3.485,5.648,3.296
1903,4,6.8,-1.389,0.0,0.0,6.52,-1.67,6.128,-1.891
1903,5,14.2,1.008,0.0,0.0,13.943,0.751,13.293,0.271
1903,6,15.8,-1.183,0.0,0.0,15.557,-1.426,15.807,-1.005
1903,7,17.6,-0.713,0.0,0.0,17.346,-0.967,17.292,-0.851
1903,8,17.2,-0.525,0.0,0.0,16.954,-0.771,16.706,-0.849
1903,9,14.5,0.535,0.0,0.0,14.302,0.336,13.773,-0.023
1903,10,9.5,0.652,0.0,0.0,9.322,0.474,9.022,0.344
1903,11,4.3,0.569,0.0,0.0,4.058,0.327,4.383,0.822
1903,12,-1.1,-0.329,0.0,0.0,-1.431,-0.659,-1.254,-0.313
1904,1,-3.0,0.314,0.0,0.0,-3.353,-0.04,-3.734,-0.25
1904,2,1.2,3.026,0.0,0.0,0.88,2.706,0.122,2.118
1904,3,2.0,-0.522,0.0,0.0,1.707,-0.815,1.81,-0.542
1904,4,8.2,0.011,0.0,0.0,7.92,-0.27,8.089,0.069
1904,5,12.4,-0.792,0.0,0.0,12.143,-1.049,11.728,-1.294
1904,6,16.7,-0.283,0.0,0.0,16.457,-0.526,16.019,-0.793
1904,7,19.7,1.387,0.0,0.0,19.446,1.133,18.814,0.671
1904,8,18.0,0.275,0.0,0.0,17.754,0.029,17.519,-0.036
1904,9,12.5,-1.465,0.0,0.0,12.302,-1.664,12.157,-1.638
1904,10,8.2,-0.648,0.0,0.0,8.022,-0.826,8.199,-0.479
1904,11,1.7,-2.031,0.0,0.0,1.458,-2.273,2.264,-1.296
1904,12,-0.1,0.671,0.0,0.0,-0.431,0.341,0.47,1.411
1905,1,-5.4,-2.086,0.0,0.0,-5.753,-2.44,-5.508,-2.024
1905,2,-0.5,1.326,0.0,0.0,-0.82,1.006,-0.717,1.278
1905,3,3.4,0.878,0.0,0.0,3.107,0.585,3.408,1.056
1905,4,6.1,-2.089,0.0,0.0,5.82,-2.37,5.828,-2.191
1905,5,14.1,0.908,0.0,0.0,13.843,0.651,13.333,0.311
1905,6,18.6,1.617,0.0,0.0,18.357,1.374,18.262,1.45
1905,7,19.5,1.187,0.0,0.0,19.246,0.933,18.874,0.731
1905,8,18.3,0.575,0.0,0.0,18.054,0.329,18.056,0.501
1905,9,14.2,0.235,0.0,0.0,14.002,0.036,13.555,-0.24
1905,10,4.9,-3.948,0.0,0.0,4.722,-4.126,4.892,-3.786
1905,11,4.2,0.469,0.0,0.0,3.958,0.227,4.208,0.647
1905,12,-0.1,0.671,0.0,0.0,-0.431,0.341,-0.108,0.833
1906,1,-0.9,2.414,0.0,0.0,-1.253,2.06,-1.933,1.551
1906,2,-1.4,0.426,0.0,0.0,-1.72,0.106,-1.042,0.953
1906,3,2.6,0.078,0.0,0.0,2.307,-0.215,2.265,-0.087
1906,4,9.5,1.311,0.0,0.0,9.22,1.03,9.317,1.298
1906,5,14.8,1.608,0.0,0.0,14.543,1.351,14.477,1.455
1906,6,16.0,-0.983,0.0,0.0,15.757,-1.226,15.732,-1.08
1906,7,18.9,0.587,0.0,0.0,18.646,0.333,18.257,0.114
1906,8,16.7,-1.025,0.0,0.0,16.454,-1.271,16.695,-0.86
1906,9,12.4,-1.565,0.0,0.0,12.202,-1.764,12.24,-1.555
1906,10,8.0,-0.848,0.0,0.0,7.822,-1.026,8.175,-0.503
1906,11,6.2,2.469,0.0,0.0,5.958,2.227,6.468,2.907
1906,12,-3.9,-3.129,0.0,0.0,-4.231,-3.459,-3.685,-2.744
1907,1,-3.8,-0.486,0.0,0.0,-4.153,-0.84,-4.422,-0.938
1907,2,-4.6,-2.774,0.0,0.0,-4.92,-3.094,-4.185,-2.189
1907,3,0.2,-2.322,0.0,0.0,-0.093,-2.615,0.542,-1.81
1907,4,5.7,-2.489,0.0,0.0,5.42,-2.77,5.677,-2.342
1907,5,15.8,2.608,0.0,0.0,15.543,2.351,14.699,1.677
1907,6,16.1,-0.883,0.0,0.0,15.857,-1.126,16.131,-0.681
1907,7,16.9,-1.413,0.0,0.0,16.646,-1.667,16.072,-2.07
1907,8,17.0,-0.725,0.0,0.0,16.754,-0.971,16.585,-0.97
1907,9,13.0,-0.965,0.0,0.0,12.802,-1.164,12.765,-1.031
1907,10,13.0,4.152,0.0,0.0,12.822,3.974,12.552,3.874
1907,11,0.9,-2.831,0.0,0.0,0.658,-3.073,1.785,-1.776
1907,12,-1.0,-0.229,0.0,0.0,-1.331,-0.559,-1.083,-0.141
1908,1,-2.5,0.814,0.0,0.0,-2.853,0.46,-3.474,0.01
1908,2,0.4,2.226,0.0,0.0,0.08,1.906,-0.285,1.711
1908,3,2.3,-0.222,0.0,0.0,2.007,-0.515,2.028,-0.324
1908,4,6.4,-1.789,0.0,0.0,6.12,-2.07,6.132,-1.887
1908,5,15.3,2.108,0.0,0.0,15.043,1.851,14.373,1.351
1908,6,17.7,0.717,0.0,0.0,17.457,0.474,17.494,0.682
1908,7,17.9,-0.413,0.0,0.0,17.646,-0.667,17.893,-0.249
1908,8,15.6,-2.125,0.0,0.0,15.354,-2.371,15.593,-1.962
1908,9,11.9,-2.065,0.0,0.0,11.702,-2.264,11.748,-2.048
1908,10,7.0,-1.848,0.0,0.0,6.822,-2.026,7.4,-1.278
1908,11,-1.1,-4.831,0.0,0.0,-1.342,-5.073,-0.375,-3.936
1908,12,-3.1,-2.329,0.0,0.0,-3.431,-2.659,-2.952,-2.011
1909,1,-2.8,0.514,0.0,0.0,-3.153,0.16,-4.217,-0.733
1909,2,-5.5,-3.674,0.0,0.0,-5.82,-3.994,-5.662,-3.666
1909,3,2.4,-0.122,0.0,0.0,2.107,-0.415,1.4,-0.952
1909,4,7.5,-0.689,0.0,0.0,7.22,-0.97,7.074,-0.945
1909,5,11.6,-1.592,0.0,0.0,11.343,-1.849,10.874,-2.148
1909,6,16.6,-0.383,0.0,0.0,16.357,-0.626,15.952,-0.861
1909,7,17.2,-1.113,0.0,0.0,16.946,-1.367,16.46,-1.683
1909,8,16.1,-1.625,0.0,0.0,15.854,-1.871,17.37,-0.184
1909,9,14.7,0.735,0.0,0.0,14.502,0.536,14.276,0.481
1909,10,11.1,2.252,0.0,0.0,10.922,2.074,10.895,2.217
1909,11,2.1,-1.631,0.0,0.0,1.858,-1.873,2.142,-1.419
1909,12,1.0,1.771,0.0,0.0,0.669,1.441,0.902,1.843
1910,1,0.2,3.514,0.0,0.0,-0.153,3.16,-0.901,2.583
1910,2,2.4,4.226,0.0,0.0,2.08,3.906,1.754,3.75
1910,3,3.0,0.478,0.0,0.0,2.707,0.185,2.989,0.637
1910,4,8.6,0.411,0.0,0.0,8.32,0.13,8.005,-0.015
1910,5,14.2,1.008,0.0,0.0,13.943,0.751,13.626,0.604
1910,6,18.3,1.317,0.0,0.0,18.057,1.074,18.041,1.229
1910,7,16.9,-1.413,0.0,0.0,16.646,-1.667,16.59,-1.553
1910,8,17.0,-0.725,0.0,0.0,16.754,-0.971,16.603,-0.952
1910,9,12.5,-1.465,0.0,0.0,12.302,-1.664,12.258,-1.537
1910,10,7.6,-1.248,0.0,0.0,7.422,-1.426,7.898,-0.78
1910,11,2.5,-1.231,0.0,0.0,2.258,-1.473,2.535,-1.025
1910,12,2.1,2.871,0.0,0.0,1.769,2.541,1.815,2.757
1911,1,-1.3,2.014,0.0,0.0,-1.653,1.66,-2.253,1.231
1911,2,-2.7,-0.874,0.0,0.0,-3.02,-1.194,-2.732,-0.737
1911,3,4.2,1.678,0.0,0.0,3.907,1.385,3.402,1.05
1911,4,8.1,-0.089,0.0,0.0,7.82,-0.37,7.72,-0.3
1911,5,14.2,1.008,0.0,0.0,13.943,0.751,13.72,0.698
1911,6,16.3,-0.683,0.0,0.0,16.057,-0.926,15.925,-0.887
1911,7,19.4,1.087,0.0,0.0,19.146,0.833,18.776,0.633
1911,8,19.0,1.275,0.0,0.0,18.754,1.029,19.115,1.56
1911,9,14.5,0.535,0.0,0.0,14.302,0.336,14.226,0.431
1911,10,8.8,-0.048,0.0,0.0,8.622,-0.226,8.506,-0.172
1911,11,5.3,1.569,0.0,0.0,5.058,1.327,5.242,1.681
1911,12,0.9,1.671,0.0,0.0,0.569,1.341,0.86,1.801
1912,1,-6.5,-3.186,0.0,0.0,-6.853,-3.54,-6.971,-3.487
1912,2,0.4,2.226,0.0,0.0,0.08,1.906,-0.535,1.461
1912,3,6.0,3.478,0.0,0.0,5.707,3.185,5.326,2.974
1912,4,5.9,-2.289,0.0,0.0,5.62,-2.57,5.982,-2.037
1912,5,12.2,-0.992,0.0,0.0,11.943,-1.249,11.617,-1.404
1912,6,18.2,1.217,0.0,0.0,17.957,0.974,17.368,0.555
1912,7,18.8,0.487,0.0,0.0,18.546,0.233,18.465,0.323
1912,8,16.5,-1.225,0.0,0.0,16.254,-1.471,15.924,-1.631
1912,9,9.3,-4.665,0.0,0.0,9.102,-4.864,9.023,-4.772
1912,10,5.7,-3.148,0.0,0.0,5.522,-3.326,5.697,-2.981
1912,11,1.4,-2.331,0.0,0.0,1.158,-2.573,1.763,-1.798
1912,12,2.4,3.171,0.0,0.0,2.069,2.841,1.991,2.933
1913,1,-3.2,0.114,0.0,0.0,-3.553,-0.24,-3.913,-0.429
1913,2,-0.5,1.326,0.0,0.0,-0.82,1.006,-1.118,0.878
1913,3,6.1,3.578,0.0,0.0,5.807,3.285,5.406,3.054
1913,4,8.4,0.211,0.0,0.0,8.12,-0.07,8.245,0.226
1913,5,12.8,-0.392,0.0,0.0,12.543,-0.649,12.287,-0.735
1913,6,16.1,-0.883,0.0,0.0,15.857,-1.126,15.495,-1.317
1913,7,16.2,-2.113,0.0,0.0,15.946,-2.367,15.526,-2.617
1913,8,15.9,-1.825,0.0,0.0,15.654,-2.071,15.808,-1.746
1913,9,13.9,-0.065,0.0,0.0,13.702,-0.264,13.119,-0.676
1913,10,9.1,0.252,0.0,0.0,8.922,0.074,8.753,0.075
1913,11,5.6,1.869,0.0,0.0,5.358,1.627,5.853,2.292
1913,12,1.9,2.671,0.0,0.0,1.569,2.341,1.529,2.47
1914,1,-4.9,-1.586,0.0,0.0,-5.253,-1.94,-5.55,-2.066
1914,2,1.4,3.226,0.0,0.0,1.08,2.906,0.397,2.393
1914,3,4.7,2.178,0.0,0.0,4.407,1.885,4.033,1.681
1914,4,9.7,1.511,0.0,0.0,9.42,1.23,9.397,1.378
1914,5,13.8,0.608,0.0,0.0,13.543,0.351,12.634,-0.388
1914,6,16.3,-0.683,0.0,0.0,16.057,-0.926,16.052,-0.761
1914,7,19.3,0.987,0.0,0.0,19.046,0.733,18.729,0.586
1914,8,17.6,-0.125,0.0,0.0,17.354,-0.371,17.482,-0.073
1914,9,12.5,-1.465,0.0,0.0,12.302,-1.664,12.051,-1.744
1914,10,7.5,-1.348,0.0,0.0,7.322,-1.526,7.392,-1.286
1914,11,1.8,-1.931,0.0,0.0,1.558,-2.173,2.228,-1.333
1914,12,2.4,3.171,0.0,0.0,2.069,2.841,1.951,2.892
1915,1,0.0,3.314,0.0,0.0,-0.353,2.96,-1.487,1.997
1915,2,0.9,2.726,0.0,0.0,0.58,2.406,-0.507,1.489
1915,3,0.0,-2.522,0.0,0.0,-0.293,-2.815,-0.356,-2.708
1915,4,8.8,0.611,0.0,0.0,8.52,0.33,7.888,-0.131
1915,5,14.5,1.308,0.0,0.0,14.243,1.051,13.532,0.51
1915,6,18.3,1.317,0.0,0.0,18.057,1.074,17.996,1.184
1915,7,18.2,-0.113,0.0,0.0,17.946,-0.367,17.51,-0.633
1915,8,16.5,-1.225,0.0,0.0,16.254,-1.471,15.876,-1.678
1915,9,12.0,-1.965,0.0,0.0,11.802,-2.164,11.442,-2.354
1915,10,7.5,-1.348,0.0,0.0,7.322,-1.526,6.817,-1.861
1915,11,0.9,-2.831,0.0,0.0,0.658,-3.073,1.377,-2.184
1915,12,2.8,3.571,0.0,0.0,2.469,3.241,2.006,2.948
1916,1,2.3,5.614,0.0,0.0,1.947,5.26,1.015,4.499
1916,2,0.4,2.226,0.0,0.0,0.08,1.906,-0.792,1.204
1916,3,5.9,3.378,0.0,0.0,5.607,3.085,4.72,2.368
1916,4,8.7,0.511,0.0,0.0,8.42,0.23,8.473,0.453
1916,5,13.3,0.108,0.0,0.0,13.043,-0.149,12.944,-0.078
1916,6,16.0,-0.983,0.0,0.0,15.757,-1.226,15.065,-1.748
1916,7,18.1,-0.213,0.0,0.0,17.846,-0.467,17.348,-0.795
1916,8,17.4,-0.325,0.0,0.0,17.154,-0.571,16.598,-0.957
1916,9,12.9,-1.065,0.0,0.0,12.702,-1.264,12.172,-1.623
1916,10,8.2,-0.648,0.0,0.0,8.022,-0.826,7.958,-0.72
1916,11,5.5,1.769,0.0,0.0,5.258,1.527,5.146,1.585
1916,12,2.3,3.071,0.0,0.0,1.969,2.741,1.745,2.686
1917,1,-3.6,-0.286,0.0,0.0,-3.953,-0.64,-4.578,-1.095
1917,2,-5.6,-3.774,0.0,0.0,-5.92,-4.094,-6.4,-4.404
1917,3,-0.6,-3.122,0.0,0.0,-0.893,-3.415,-1.308,-3.66
1917,4,6.0,-2.189,0.0,0.0,5.72,-2.47,5.156,-2.863
1917,5,14.0,0.808,0.0,0.0,13.743,0.551,13.591,0.569
1917,6,19.2,2.217,0.0,0.0,18.957,1.974,19.276,2.464
1917,7,18.6,0.287,0.0,0.0,18.346,0.033,17.935,-0.207
1917,8,19.0,1.275,0.0,0.0,18.754,1.029,18.594,1.039
1917,9,15.2,1.235,0.0,0.0,15.002,1.036,14.606,0.811
1917,10,9.8,0.952,0.0,0.0,9.622,0.774,9.168,0.49
1917,11,5.4,1.669,0.0,0.0,5.158,1.427,5.231,1.671
1917,12,-2.4,-1.629,0.0,0.0,-2.731,-1.959,-2.497,-1.556
1918,1,1.0,4.314,0.0,0.0,0.647,3.96,-0.97,2.513
1918,2,0.5,2.326,0.0,0.0,0.18,2.006,-0.67,1.326
1918,3,3.2,0.678,0.0,0.0,2.907,0.385,2.956,0.604
1918,4,12.9,4.711,0.0,0.0,12.62,4.43,11.96,3.941
1918,5,13.6,0.408,0.0,0.0,13.343,0.151,13.21,0.188
1918,6,15.0,-1.983,0.0,0.0,14.757,-2.226,14.196,-2.616
1918,7,18.2,-0.113,0.0,0.0,17.946,-0.367,17.363,-0.779
1918,8,17.4,-0.325,0.0,0.0,17.154,-0.571,16.856,-0.698
1918,9,15.4,1.435,0.0,0.0,15.202,1.236,14.37,0.575
1918,10,9.8,0.952,0.0,0.0,9.622,0.774,9.516,0.838
1918,11,1.8,-1.931,0.0,0.0,1.558,-2.173,2.495,-1.066
1918,12,0.7,1.471,0.0,0.0,0.369,1.141,0.573,1.515
1919,1,0.0,3.314,0.0,0.0,-0.353,2.96,-1.273,2.21
1919,2,-0.4,1.426,0.0,0.0,-0.72,1.106,-1.655,0.341
1919,3,3.3,0.778,0.0,0.0,3.007,0.485,2.619,0.267
1919,4,7.4,-0.789,0.0,0.0,7.12,-1.07,6.795,-1.224
1919,5,9.5,-3.692,0.0,0.0,9.243,-3.949,9.695,-3.327
1919,6,15.9,-1.083,0.0,0.0,15.657,-1.326,15.604,-1.208
1919,7,16.6,-1.713,0.0,0.0,16.346,-1.967,15.88,-2.263
1919,8,16.7,-1.025,0.0,0.0,16.454,-1.271,16.36,-1.195
1919,9,15.8,1.835,0.0,0.0,15.602,1.636,15.38,1.585
1919,10,7.3,-1.548,0.0,0.0,7.122,-1.726,7.056,-1.622
1919,11,0.0,-3.731,0.0,0.0,-0.242,-3.973,-0.372,-3.933
1919,12,-0.7,0.071,0.0,0.0,-1.031,-0.259,-1.06,-0.119
1920,1,0.0,3.314,0.0,0.0,-0.353,2.96,-1.138,2.346
1920,2,1.3,3.126,0.0,0.0,0.98,2.806,0.513,2.509
1920,3,6.2,3.678,0.0,0.0,5.907,3.385,5.439,3.087
1920,4,12.9,4.711,0.0,0.0,12.62,4.43,11.972,3.953
1920,5,15.2,2.008,0.0,0.0,14.943,1.751,14.77,1.748
1920,6,15.1,-1.883,0.0,0.0,14.857,-2.126,14.869,-1.943
1920,7,19.8,1.487,0.0,0.0,19.546,1.233,19.217,1.075
1920,8,17.3,-0.425,0.0,0.0,17.054,-0.671,16.971,-0.584
1920,9,13.9,-0.065,0.0,0.0,13.702,-0.264,13.524,-0.271
1920,10,4.4,-4.448,0.0,0.0,4.222,-4.626,5.093,-3.585
1920,11,-0.2,-3.931,0.0,0.0,-0.442,-4.173,0.407,-3.154
1920,12,-1.8,-1.029,0.0,0.0,-2.131,-1.359,-1.349,-0.408
1921,1,3.5,6.814,0.0,0.0,3.147,6.46,2.23,5.713
1921,2,-2.0,-0.174,0.0,0.0,-2.32,-0.494,-1.804,0.191
1921,3,5.8,3.278,0.0,0.0,5.507,2.985,5.543,3.191
1921,4,7.8,-0.389,0.0,0.0,7.52,-0.67,8.125,0.106
1921,5,15.4,2.208,0.0,0.0,15.143,1.951,14.766,1.744
1921,6,16.0,-0.983,0.0,0.0,15.757,-1.226,15.282,-1.531
1921,7,19.8,1.487,0.0,0.0,19.546,1.233,18.848,0.706
1921,8,18.7,0.975,0.0,0.0,18.454,0.729,18.499,0.944
1921,9,13.4,-0.565,0.0,0.0,13.202,-0.764,12.845,-0.95
1921,10,9.5,0.652,0.0,0.0,9.322,0.474,9.5,0.822
1921,11,-0.4,-4.131,0.0,0.0,-0.642,-4.373,0.071,-3.49
1921,12,-1.5,-0.729,0.0,0.0,-1.831,-1.059,-1.625,-0.684
1922,1,-6.2,-2.886,0.0,0.0,-6.553,-3.24,-6.473,-2.989
1922,2,-3.9,-2.074,0.0,0.0,-4.22,-2.394,-4.274,-2.278
1922,3,4.3,1.778,0.0,0.0,4.007,1.485,3.379,1.027
1922,4,7.5,-0.689,0.0,0.0,7.22,-0.97,6.796,-1.223
1922,5,13.9,0.708,0.0,0.0,13.643,0.451,13.326,0.304
1922,6,17.2,0.217,0.0,0.0,16.957,-0.026,16.603,-0.209
1922,7,18.4,0.087,0.0,0.0,18.146,-0.167,17.539,-0.604
1922,8,17.2,-0.525,0.0,0.0,16.954,-0.771,16.63,-0.925
1922,9,11.7,-2.265,0.0,0.0,11.502,-2.464,11.332,-2.463
1922,10,5.3,-3.548,0.0,0.0,5.122,-3.726,5.19,-3.488
1922,11,1.4,-2.331,0.0,0.0,1.158,-2.573,1.698,-1.863
1922,12,0.8,1.571,0.0,0.0,0.469,1.241,0.451,1.392
