year,month,monthly_anomaly,monthly_unc,annual_anomaly,annual_unc,5y_anomaly,5y_unc,10y_anomaly,10y_unc,20y_anomaly,20y_unc
1750,1,1.331,3.087,0.564,1.254,NaN,NaN,NaN,NaN,NaN,NaN
1750,2,2.436,6.010,0.594,1.256,NaN,NaN,NaN,NaN,NaN,NaN
1750,3,2.804,3.330,0.586,1.269,NaN,NaN,NaN,NaN,NaN,NaN
1750,4,0.799,4.030,0.517,1.274,NaN,NaN,NaN,NaN,NaN,NaN
1750,5,-0.373,4.622,0.202,1.157,NaN,NaN,NaN,NaN,NaN,NaN
1750,6,0.250,6.254,0.076,1.187,NaN,NaN,NaN,NaN,NaN,NaN
1750,7,1.389,5.192,-0.108,1.178,NaN,NaN,NaN,NaN,NaN,NaN
1750,8,1.352,5.190,-0.578,1.191,NaN,NaN,NaN,NaN,NaN,NaN
1750,9,0.178,2.638,-0.663,1.183,NaN,NaN,NaN,NaN,NaN,NaN
1750,10,-2.275,2.914,-0.843,1.182,NaN,NaN,NaN,NaN,NaN,NaN
1750,11,-4.951,1.677,-0.740,1.097,NaN,NaN,NaN,NaN,NaN,NaN
1750,12,-2.024,8.936,-0.734,1.074,NaN,NaN,NaN,NaN,NaN,NaN
1751,1,-0.886,4.039,-0.736,1.011,NaN,NaN,NaN,NaN,NaN,NaN
1751,2,-3.195,9.554,-0.682,1.018,NaN,NaN,NaN,NaN,NaN,NaN
1751,3,1.782,2.721,-0.672,1.007,NaN,NaN,NaN,NaN,NaN,NaN
1751,4,-1.362,2.599,-0.551,1.004,NaN,NaN,NaN,NaN,NaN,NaN
1751,5,0.863,12.633,-0.317,1.000,NaN,NaN,NaN,NaN,NaN,NaN
1751,6,0.323,6.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1751,7,1.358,9.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1751,8,2.006,6.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1751,9,0.293,4.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1751,10,-0.822,5.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1751,11,-2.143,2.529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1751,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,1,-0.609,6.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,2,1.268,1.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,3,1.032,3.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,4,-0.546,4.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,5,-0.275,1.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1752,6,1.005,2.300,0.515,1.924,NaN,NaN,NaN,NaN,NaN,NaN
1752,7,1.720,1.584,0.530,0.987,NaN,NaN,NaN,NaN,NaN,NaN
1752,8,0.665,1.038,0.398,0.526,NaN,NaN,NaN,NaN,NaN,NaN
1752,9,0.831,1.574,0.478,0.758,NaN,NaN,NaN,NaN,NaN,NaN
1752,10,0.208,3.322,0.603,0.858,NaN,NaN,NaN,NaN,NaN,NaN
1752,11,0.640,2.106,0.668,0.679,NaN,NaN,NaN,NaN,NaN,NaN
1752,12,0.238,5.733,0.569,0.522,NaN,NaN,NaN,NaN,NaN,NaN
1753,1,-0.432,3.372,0.435,0.379,NaN,NaN,NaN,NaN,NaN,NaN
1753,2,-0.305,9.399,0.360,0.463,NaN,NaN,NaN,NaN,NaN,NaN
1753,3,1.987,5.279,0.321,1.368,NaN,NaN,NaN,NaN,NaN,NaN
1753,4,0.959,4.001,0.350,1.482,NaN,NaN,NaN,NaN,NaN,NaN
1753,5,0.497,5.454,0.198,1.647,NaN,NaN,NaN,NaN,NaN,NaN
1753,6,-0.175,4.313,-0.126,1.207,NaN,NaN,NaN,NaN,NaN,NaN
1753,7,0.105,3.375,-0.085,1.245,NaN,NaN,NaN,NaN,NaN,NaN
1753,8,-0.238,2.357,-0.170,1.279,NaN,NaN,NaN,NaN,NaN,NaN
1753,9,0.369,3.893,-0.529,1.286,NaN,NaN,NaN,NaN,NaN,NaN
1753,10,0.556,3.481,-0.552,0.930,NaN,NaN,NaN,NaN,NaN,NaN
1753,11,-1.184,4.869,-0.472,1.021,NaN,NaN,NaN,NaN,NaN,NaN
1753,12,-3.645,6.066,-0.420,0.675,NaN,NaN,NaN,NaN,NaN,NaN
1754,1,0.054,6.699,-0.490,0.650,NaN,NaN,NaN,NaN,NaN,NaN
1754,2,-1.319,11.200,-0.494,0.853,NaN,NaN,NaN,NaN,NaN,NaN
1754,3,-2.330,4.978,-0.574,0.938,NaN,NaN,NaN,NaN,NaN,NaN
1754,4,0.688,4.883,-0.567,0.971,NaN,NaN,NaN,NaN,NaN,NaN
1754,5,1.460,9.485,-0.469,1.296,NaN,NaN,NaN,NaN,NaN,NaN
1754,6,0.448,6.560,-0.130,0.727,0.185,1.091,NaN,NaN,NaN,NaN
1754,7,-0.741,3.188,-0.407,0.753,0.184,0.856,NaN,NaN,NaN,NaN
1754,8,-0.285,2.778,-0.698,0.824,0.207,1.020,NaN,NaN,NaN,NaN
1754,9,-0.590,2.167,-0.576,0.742,0.206,1.038,NaN,NaN,NaN,NaN
1754,10,0.646,4.358,-0.455,2.834,0.253,1.184,NaN,NaN,NaN,NaN
1754,11,-0.008,3.022,-0.497,2.260,0.267,1.385,NaN,NaN,NaN,NaN
1754,12,0.413,5.389,-0.366,2.493,0.294,1.573,NaN,NaN,NaN,NaN
1755,1,-3.261,9.166,-0.209,2.311,0.337,1.786,NaN,NaN,NaN,NaN
1755,2,-4.811,9.356,-0.221,2.630,0.352,1.759,NaN,NaN,NaN,NaN
1755,3,-0.876,5.247,-0.241,2.960,0.331,1.127,NaN,NaN,NaN,NaN
1755,4,2.145,2.970,-0.275,3.137,0.260,1.013,NaN,NaN,NaN,NaN
1755,5,0.958,6.611,-0.349,3.548,0.257,1.044,NaN,NaN,NaN,NaN
1755,6,2.023,9.930,-0.284,2.927,0.228,1.342,NaN,NaN,NaN,NaN
1755,7,1.138,2.962,0.266,2.796,0.181,1.210,NaN,NaN,NaN,NaN
1755,8,-0.429,3.348,0.985,3.538,0.171,1.278,NaN,NaN,NaN,NaN
1755,9,-0.828,3.742,1.188,2.928,0.135,1.345,NaN,NaN,NaN,NaN
1755,10,0.239,6.335,1.019,3.203,0.109,1.344,NaN,NaN,NaN,NaN
1755,11,-0.897,7.848,0.958,3.115,0.117,1.319,NaN,NaN,NaN,NaN
1755,12,1.191,3.361,1.008,2.970,0.132,1.287,NaN,NaN,NaN,NaN
1756,1,3.338,4.951,1.058,3.125,0.121,1.261,NaN,NaN,NaN,NaN
1756,2,3.814,5.336,1.083,2.919,0.128,1.264,NaN,NaN,NaN,NaN
1756,3,1.565,7.913,1.243,2.894,0.097,1.247,NaN,NaN,NaN,NaN
1756,4,0.123,6.967,1.258,2.887,0.038,1.250,NaN,NaN,NaN,NaN
1756,5,0.221,6.947,1.173,2.856,0.055,1.242,NaN,NaN,NaN,NaN
1756,6,2.624,7.263,0.951,2.721,0.116,1.311,NaN,NaN,NaN,NaN
1756,7,1.739,3.221,0.618,2.514,0.176,1.370,NaN,NaN,NaN,NaN
1756,8,-0.129,2.514,0.520,2.596,0.249,1.417,NaN,NaN,NaN,NaN
1756,9,1.087,3.791,0.470,3.023,0.311,1.416,NaN,NaN,NaN,NaN
1756,10,0.416,3.018,0.649,3.033,0.301,1.351,NaN,NaN,NaN,NaN
1756,11,-1.914,5.663,0.676,3.291,0.255,1.403,NaN,NaN,NaN,NaN
1756,12,-1.471,4.787,0.677,3.426,0.274,1.391,0.213,NaN,NaN,NaN
1757,1,-0.659,4.882,0.893,4.037,0.313,1.375,0.242,NaN,NaN,NaN
1757,2,2.641,6.106,1.031,3.995,0.339,1.418,0.243,NaN,NaN,NaN
1757,3,0.962,5.619,0.907,4.023,0.346,1.459,0.219,NaN,NaN,NaN
1757,4,2.270,8.669,0.534,3.508,0.331,1.488,0.242,NaN,NaN,NaN
1757,5,0.546,8.644,0.730,3.261,0.283,1.512,0.252,NaN,NaN,NaN
1757,6,2.639,8.912,0.730,3.126,0.211,1.493,0.253,NaN,NaN,NaN
1757,7,4.324,9.213,0.511,2.079,0.225,1.602,0.242,NaN,NaN,NaN
1757,8,1.526,6.505,0.217,2.030,0.302,1.675,0.230,NaN,NaN,NaN
1757,9,-0.396,4.995,0.121,1.981,0.296,1.648,0.221,1.255,NaN,NaN
1757,10,-4.061,4.354,-0.115,1.525,0.261,1.651,0.196,1.270,NaN,NaN
1757,11,0.444,3.674,-0.079,1.333,0.259,1.623,0.192,1.274,NaN,NaN
1757,12,-1.476,8.213,-0.242,1.137,0.246,1.612,0.175,1.171,NaN,NaN
1758,1,-3.292,6.654,-0.647,0.959,0.232,1.665,0.157,1.183,NaN,NaN
1758,2,-0.885,5.133,-0.758,1.108,0.243,1.666,0.175,1.238,NaN,NaN
1758,3,-0.184,5.733,-0.848,1.327,0.273,1.669,0.146,1.272,NaN,NaN
1758,4,-0.562,5.290,-0.760,1.493,0.261,1.732,0.133,1.263,NaN,NaN
1758,5,0.975,2.393,-0.813,1.791,0.271,1.715,0.130,1.256,NaN,NaN
1758,6,0.688,4.999,-0.686,1.873,0.265,1.758,0.132,1.251,NaN,NaN
1758,7,-0.538,3.354,-0.110,1.823,0.220,1.685,0.146,1.226,NaN,NaN
1758,8,0.189,2.601,0.223,1.618,0.180,1.736,0.161,1.230,NaN,NaN
1758,9,-1.478,1.621,0.354,1.533,0.204,1.740,0.150,1.221,NaN,NaN
1758,10,-3.007,2.612,0.404,1.453,0.207,1.682,0.129,1.242,NaN,NaN
1758,11,-0.191,4.588,0.218,1.358,0.240,1.610,0.128,1.256,NaN,NaN
1758,12,0.056,3.067,0.293,1.254,0.242,1.582,0.172,1.285,NaN,NaN
1759,1,3.613,4.708,0.472,1.247,0.232,1.564,0.188,1.352,NaN,NaN
1759,2,3.120,4.015,0.563,1.259,0.272,1.597,0.235,1.409,NaN,NaN
1759,3,1.387,4.074,0.668,1.398,0.294,1.578,0.257,1.416,NaN,NaN
1759,4,0.034,2.927,0.899,1.359,0.246,1.592,0.251,1.407,NaN,NaN
1759,5,-1.260,1.724,0.675,1.236,0.274,1.603,0.254,1.409,NaN,NaN
1759,6,1.595,1.866,0.344,1.338,0.240,1.591,0.240,1.379,NaN,NaN
1759,7,1.608,4.105,-0.159,1.535,0.300,1.571,0.264,1.369,NaN,NaN
1759,8,1.275,2.655,-0.435,1.382,0.279,1.565,0.263,1.367,NaN,NaN
1759,9,-0.220,2.807,-0.655,1.710,0.232,1.543,0.256,1.369,NaN,NaN
1759,10,-0.231,3.807,-0.650,2.016,0.231,1.570,0.241,1.381,NaN,NaN
1759,11,-2.878,2.944,-0.479,2.012,0.238,1.580,0.226,1.398,NaN,NaN
1759,12,-3.914,4.963,-0.509,2.015,0.213,1.553,0.218,1.402,NaN,NaN
1760,1,-2.425,2.485,-0.616,2.184,0.147,1.554,0.263,1.449,NaN,NaN
1760,2,-0.196,4.945,-0.703,2.333,0.109,1.592,0.294,1.472,NaN,NaN
1760,3,-1.249,7.304,-0.606,2.400,0.111,1.678,0.321,1.475,NaN,NaN
1760,4,0.089,5.689,-0.626,2.362,0.132,1.721,0.313,1.476,NaN,NaN
1760,5,0.795,2.030,-0.409,2.183,0.128,1.737,0.294,1.446,NaN,NaN
1760,6,1.233,2.989,-0.016,2.644,0.122,1.760,0.277,1.400,NaN,NaN
1760,7,0.331,4.329,0.242,2.344,0.134,1.531,0.261,1.407,NaN,NaN
1760,8,0.232,3.621,0.377,2.508,0.179,1.521,0.274,1.397,NaN,NaN
1760,9,0.944,2.589,0.730,2.257,0.158,1.524,0.273,1.395,NaN,NaN
1760,10,-0.475,2.936,0.748,2.038,0.157,1.523,0.271,1.438,NaN,NaN
1760,11,-0.268,4.840,0.864,2.127,0.143,1.506,0.278,1.417,NaN,NaN
1760,12,0.800,8.964,0.991,2.543,0.131,1.524,0.259,1.416,NaN,NaN
1761,1,0.674,3.141,1.060,2.510,0.172,1.494,0.214,1.409,NaN,NaN
1761,2,1.422,5.824,1.230,2.405,0.195,1.494,0.181,1.419,NaN,NaN
1761,3,2.982,3.286,1.347,2.236,0.204,1.496,0.182,1.410,NaN,NaN
1761,4,0.307,1.880,1.186,2.219,0.221,1.524,0.197,1.394,NaN,NaN
1761,5,2.181,3.474,1.185,2.257,0.202,1.510,0.211,1.347,NaN,NaN
1761,6,2.757,6.535,0.829,1.682,0.228,1.524,0.199,1.315,NaN,NaN
1761,7,1.159,4.363,1.015,2.244,0.200,1.563,0.188,1.306,NaN,NaN
1761,8,2.273,3.064,1.011,1.468,0.220,1.595,0.191,1.303,NaN,NaN
1761,9,2.354,5.818,0.609,1.380,0.202,1.591,0.187,1.290,NaN,NaN
1761,10,-2.413,2.343,0.766,1.478,0.201,1.600,0.175,1.301,NaN,NaN
1761,11,-0.274,2.858,0.666,1.448,0.253,1.581,0.198,1.286,NaN,NaN
1761,12,-3.481,6.997,0.531,1.463,0.205,1.565,0.197,1.289,-0.003,NaN
1762,1,2.912,4.003,0.465,1.583,0.214,1.564,0.149,1.283,0.002,NaN
1762,2,1.374,12.014,0.212,1.525,0.186,1.537,0.140,1.307,-0.001,NaN
1762,3,-1.838,7.515,-0.008,1.520,0.167,1.518,0.139,1.303,-0.007,NaN
1762,4,2.190,2.812,-0.038,1.534,0.151,1.491,0.101,1.313,-0.006,NaN
1762,5,0.979,6.415,0.001,1.549,0.170,1.478,0.091,1.314,-0.013,NaN
1762,6,1.133,4.699,0.139,1.471,0.225,1.460,0.068,1.289,-0.013,NaN
1762,7,0.366,4.869,-0.321,1.586,0.302,1.465,0.036,1.278,-0.019,NaN
1762,8,-0.761,3.176,-0.279,1.239,0.285,1.422,0.034,1.296,-0.020,NaN
1762,9,-0.279,4.599,-0.248,1.779,0.346,1.399,0.045,1.334,-0.021,1.193
1762,10,-2.773,3.045,-0.482,1.648,0.365,1.340,0.079,1.360,-0.018,1.190
1762,11,0.189,6.563,-0.553,1.276,0.330,1.314,0.094,1.368,-0.012,1.178
1762,12,-1.829,4.366,-0.649,1.338,0.309,1.265,0.084,1.371,-0.008,1.369
1763,1,-2.600,7.921,-0.523,1.171,0.290,1.232,0.072,1.378,-0.001,1.377
1763,2,1.872,4.383,-0.328,1.259,0.305,1.191,0.061,1.352,-0.000,1.388
1763,3,-1.459,7.238,-0.383,1.220,0.273,1.162,0.048,1.354,-0.010,1.404
1763,4,-0.627,2.988,-0.317,1.513,0.281,1.163,0.050,1.347,-0.010,1.394
1763,5,0.130,1.696,-0.441,1.647,0.284,1.138,0.037,1.345,0.001,1.383
1763,6,-0.017,4.672,-0.156,1.607,0.254,1.063,0.034,1.347,0.001,1.365
1763,7,1.878,4.101,0.224,1.967,0.209,1.090,0.048,1.340,0.003,1.342
1763,8,1.580,2.304,0.427,1.825,0.182,1.056,0.048,1.327,0.007,1.338
1763,9,-0.947,3.412,0.574,1.698,0.159,1.034,0.051,1.337,0.010,1.327
1763,10,-1.976,9.189,0.624,1.810,0.188,1.042,0.063,1.356,0.014,1.335
1763,11,-1.300,3.956,0.767,1.912,0.181,1.018,0.059,1.334,0.015,1.329
1763,12,1.589,3.913,0.663,1.719,0.157,1.011,0.060,1.313,0.039,1.340
1764,1,1.959,4.466,0.687,2.202,0.143,1.041,0.048,1.479,0.030,1.375
1764,2,4.315,2.548,0.519,1.988,0.109,1.019,0.026,1.493,0.043,1.406
1764,3,0.301,2.242,0.485,2.193,0.081,0.986,0.020,1.505,0.059,1.415
1764,4,-0.028,3.144,0.552,1.555,0.104,0.981,0.024,1.520,0.064,1.411
1764,5,1.845,5.330,0.512,1.433,0.121,0.975,0.033,1.510,0.067,1.421
1764,6,-1.255,3.597,0.331,1.309,0.154,1.025,0.024,1.499,0.073,1.403
1764,7,2.160,7.011,0.349,1.705,-0.003,1.001,0.013,1.487,0.081,1.388
1764,8,-0.431,2.395,-0.109,1.446,0.001,0.980,-0.002,1.470,0.083,1.385
1764,9,-1.354,3.009,0.064,1.509,0.047,0.978,0.002,1.461,0.080,1.390
1764,10,-1.182,3.577,0.168,1.345,-0.029,0.971,-0.033,1.450,0.074,1.398
1764,11,-1.778,4.218,-0.095,1.191,-0.057,0.974,-0.023,1.455,0.046,1.406
1764,12,-0.583,4.067,0.009,0.837,-0.077,0.973,0.001,1.464,0.032,1.410
1765,1,2.182,8.054,-0.240,1.204,-0.076,0.972,0.017,1.464,0.046,1.442
1765,2,-1.185,4.543,-0.109,1.207,-0.040,0.969,0.025,1.470,0.081,1.465
1765,3,2.376,3.619,-0.077,1.298,-0.020,0.963,0.004,1.477,0.094,1.457
1765,4,1.217,1.863,0.024,1.122,0.026,0.963,-0.003,1.474,0.080,1.459
1765,5,-1.301,3.782,0.166,0.934,0.061,0.993,-0.008,1.478,0.074,1.445
1765,6,-0.013,7.402,0.129,0.889,0.046,1.000,-0.025,1.470,0.076,1.430
1765,7,-0.823,4.747,-0.224,2.052,0.010,0.978,-0.030,1.457,0.080,1.426
1765,8,1.135,3.420,-0.142,1.846,-0.057,0.936,-0.031,1.433,0.093,1.415
1765,9,-0.968,2.010,-0.205,1.835,-0.062,0.941,-0.032,1.433,0.107,1.414
1765,10,0.027,2.543,-0.137,2.037,-0.057,0.941,-0.022,1.428,0.111,1.441
1765,11,-0.075,4.846,0.121,2.054,-0.070,0.965,-0.027,1.429,0.110,1.427
1765,12,-1.019,3.304,0.229,2.018,-0.063,0.964,-0.019,1.417,0.106,1.426
1766,1,-2.062,8.810,0.326,2.625,-0.076,0.979,-0.030,1.446,0.064,1.385
1766,2,-0.192,4.100,0.252,2.740,-0.098,0.969,-0.072,1.438,0.061,1.390
1766,3,1.620,3.014,0.389,2.876,-0.102,0.971,-0.133,1.443,0.059,1.387
1766,4,2.022,3.924,0.300,2.609,-0.094,1.021,-0.165,1.437,0.057,1.360
1766,5,1.799,1.852,0.369,2.351,-0.085,1.018,-0.167,1.427,0.050,1.341
1766,6,1.291,5.440,0.328,2.215,-0.108,0.982,-0.182,1.419,0.044,1.318
1766,7,0.333,3.970,-0.041,1.741,-0.104,1.067,-0.191,1.403,0.043,1.296
1766,8,0.254,4.551,0.105,1.542,-0.168,1.048,-0.221,1.387,0.049,1.285
1766,9,0.669,3.465,0.049,1.484,-0.161,1.077,-0.242,1.384,0.043,1.282
1766,10,-1.042,2.383,-0.315,1.679,-0.153,1.146,-0.222,1.379,0.036,1.286
1766,11,0.762,5.169,-0.524,1.618,-0.186,1.265,-0.247,1.375,0.039,1.266
1766,12,-1.513,2.910,-0.639,1.511,-0.157,1.347,-0.218,1.416,0.043,1.275
1767,1,-6.490,9.628,-0.629,1.502,-0.189,1.490,-0.238,1.421,0.043,1.275
1767,2,1.562,5.362,-0.536,1.450,-0.191,1.495,-0.245,1.342,0.027,1.270
1767,3,0.939,10.072,-0.513,1.282,-0.163,1.576,-0.232,1.318,0.022,1.266
1767,4,-2.340,7.466,-0.427,1.333,-0.216,1.571,-0.254,1.320,0.003,1.259
1767,5,-0.710,2.283,-0.302,1.475,-0.215,1.536,-0.279,1.356,0.006,1.259
1767,6,-0.095,2.978,-0.401,1.387,-0.224,1.523,-0.280,1.386,-0.006,1.243
1767,7,0.455,4.660,-0.260,1.512,-0.267,1.652,-0.281,1.385,-0.027,1.225
1767,8,1.368,3.088,-0.568,1.088,-0.235,1.628,-0.271,1.359,-0.033,1.216
1767,9,0.950,3.307,-0.792,1.497,-0.337,1.645,-0.263,1.372,-0.038,1.230
1767,10,-0.018,3.339,-0.625,1.309,-0.370,1.660,-0.232,1.376,-0.028,1.254
1767,11,2.270,7.568,-0.617,1.489,-0.345,1.665,-0.216,1.372,-0.027,1.258
1767,12,-2.698,3.265,-0.580,1.419,-0.359,1.718,-0.191,1.397,-0.022,1.277
1768,1,-4.799,6.144,-0.522,1.243,-0.350,1.763,-0.158,1.380,-0.007,1.300
1768,2,-2.139,3.822,-0.615,1.312,-0.366,1.758,-0.176,1.363,-0.006,1.289
1768,3,-1.750,4.682,-0.792,1.311,-0.337,1.790,-0.166,1.373,-0.003,1.289
1768,4,-0.335,2.487,-0.919,1.465,-0.326,1.769,-0.153,1.374,0.009,1.287
1768,5,-0.611,3.791,-1.169,1.784,-0.339,1.799,-0.129,1.379,0.012,1.291
1768,6,0.352,3.888,-0.925,1.620,-0.292,1.777,-0.130,1.386,0.010,1.295
1768,7,1.147,2.486,-0.343,1.893,-0.269,1.721,-0.140,1.367,0.021,1.277
1768,8,0.252,4.075,-0.128,2.240,-0.326,1.724,-0.148,1.368,0.025,1.293
1768,9,-1.177,3.448,0.079,2.707,-0.424,1.794,-0.130,1.356,0.026,1.298
1768,10,-1.534,4.503,0.146,2.715,-0.518,1.785,-0.102,1.403,0.028,1.321
1768,11,-0.729,3.511,0.183,3.201,-0.516,1.802,-0.099,1.437,0.027,1.320
1768,12,0.220,5.013,0.196,3.194,-0.521,1.813,-0.094,1.442,0.039,1.331
1769,1,2.186,5.626,0.121,3.318,-0.526,1.791,-0.127,1.434,0.021,1.316
1769,2,0.446,4.766,0.054,3.843,-0.552,1.788,-0.148,1.395,0.028,1.323
1769,3,0.726,5.822,0.180,3.603,-0.566,1.789,-0.139,1.407,0.035,1.312
1769,4,0.468,6.358,-0.059,3.493,-0.548,1.796,-0.123,1.482,0.045,1.325
1769,5,-0.166,7.151,-0.142,3.172,-0.616,1.858,-0.119,1.527,0.061,1.340
1769,6,0.518,3.499,-0.252,2.742,-0.590,1.874,-0.093,1.500,0.051,1.341
1769,7,0.245,4.271,-0.469,2.434,-0.472,1.752,-0.102,1.499,0.043,1.335
1769,8,-0.560,3.945,-0.443,2.354,-0.492,1.834,-0.097,1.475,0.045,1.324
1769,9,0.336,2.679,-0.817,2.539,-0.511,1.936,-0.096,1.499,0.052,1.331
1769,10,-4.402,3.419,-0.918,2.359,-0.480,1.823,-0.093,1.499,0.058,1.320
1769,11,-1.718,3.728,-0.886,2.275,-0.500,1.871,-0.134,1.493,0.072,1.327
1769,12,-1.110,4.486,-1.002,2.319,-0.483,1.904,-0.153,1.482,0.098,1.352
1770,1,-0.413,4.798,-1.046,2.256,-0.485,1.874,-0.172,1.534,0.102,1.371
1770,2,0.761,2.811,-0.985,2.158,-0.501,1.835,-0.133,1.527,0.096,1.384
1770,3,-3.768,2.833,-0.947,2.205,-0.506,1.882,-0.133,1.519,0.116,1.383
1770,4,-0.742,7.306,-0.523,1.953,-0.490,1.932,-0.154,1.507,0.111,1.370
1770,5,0.214,2.941,-0.454,1.981,-0.492,1.967,-0.147,1.483,0.112,1.387
1770,6,-0.864,3.430,-0.210,1.801,-0.429,1.975,-0.126,1.503,0.104,1.382
1770,7,-0.281,7.369,-0.232,1.944,-0.326,1.996,-0.102,1.505,0.106,1.371
1770,8,0.172,4.982,-0.599,2.175,-0.294,1.981,-0.087,1.492,0.106,1.367
1770,9,0.793,3.007,-0.639,2.197,-0.269,1.988,-0.059,1.494,0.098,1.361
1770,10,0.685,2.573,-0.879,2.109,-0.249,1.995,-0.049,1.516,0.103,1.357
1770,11,-0.896,5.546,-0.733,2.056,-0.188,1.971,-0.057,1.509,0.102,1.368
1770,12,1.815,2.659,-0.581,2.000,-0.196,1.951,-0.047,1.484,0.090,1.368
1771,1,-0.673,7.715,-0.552,1.915,-0.204,1.902,-0.085,1.409,0.086,1.368
1771,2,-3.641,2.654,-0.678,1.992,-0.199,1.881,-0.060,1.402,0.084,1.347
1771,3,-4.246,3.835,-0.757,1.931,-0.159,1.853,-0.063,1.429,0.076,1.330
1771,4,-3.623,5.163,-0.811,1.972,-0.110,1.844,-0.084,1.420,0.081,1.326
1771,5,1.963,8.041,-1.012,1.860,-0.114,1.898,-0.111,1.441,0.075,1.315
1771,6,0.961,3.223,-1.159,1.742,-0.081,1.932,-0.112,1.436,0.072,1.292
1771,7,0.064,1.775,-1.058,2.263,-0.150,1.657,-0.101,1.412,0.073,1.267
1771,8,-1.338,2.425,-0.720,2.729,-0.128,1.607,-0.094,1.372,0.081,1.249
1771,9,-0.155,2.369,-0.386,2.399,-0.117,1.624,-0.101,1.371,0.082,1.237
1771,10,0.039,2.223,-0.122,2.047,-0.094,1.659,-0.104,1.376,0.084,1.231
1771,11,-3.307,2.239,-0.448,1.767,-0.052,1.606,-0.119,1.383,0.088,1.240
1771,12,0.044,2.768,-0.451,2.004,-0.030,1.494,-0.111,1.380,0.095,1.263
1772,1,0.538,8.659,-0.428,2.136,-0.015,1.375,-0.062,1.302,0.093,1.268
1772,2,0.420,8.667,-0.280,1.929,-0.004,1.333,-0.086,1.273,0.074,1.059
1772,3,-0.236,4.921,-0.213,1.835,-0.029,1.306,-0.095,1.313,0.079,1.041
1772,4,-0.453,2.854,-0.141,1.799,0.030,1.306,-0.095,1.268,0.066,1.048
1772,5,-1.958,2.698,0.317,1.555,-0.053,1.315,-0.079,1.281,0.064,1.052
1772,6,0.932,4.233,0.405,1.497,-0.083,1.290,-0.080,1.310,0.062,1.064
1772,7,0.333,2.982,0.473,1.536,-0.077,1.278,-0.090,1.302,0.067,1.070
1772,8,0.441,3.332,0.419,1.182,-0.030,1.285,-0.101,1.307,0.072,1.083
1772,9,0.656,2.647,0.417,0.954,0.071,1.252,-0.122,1.351,0.074,1.073
1772,10,0.896,2.526,0.528,0.832,0.062,1.220,-0.135,1.394,0.078,1.002
1772,11,2.191,3.996,0.944,0.757,0.052,1.177,-0.148,1.426,0.065,0.985
1772,12,1.095,4.125,0.859,0.864,0.107,1.154,-0.128,1.416,0.068,0.951
1773,1,1.354,8.671,0.883,1.015,0.147,1.119,-0.086,1.426,0.084,0.942
1773,2,-0.222,2.760,0.896,1.215,0.192,1.101,-0.074,1.419,0.092,0.925
1773,3,-0.259,2.151,0.940,1.264,0.218,1.072,-0.055,1.434,0.095,0.914
1773,4,0.878,4.277,0.983,1.189,0.228,1.132,-0.031,1.452,0.098,0.891
1773,5,3.027,2.872,0.722,1.842,0.225,1.088,-0.013,1.453,0.107,0.887
1773,6,-0.083,2.862,0.811,1.728,0.197,1.074,-0.014,1.454,0.116,0.865
1773,7,0.621,1.976,0.536,1.865,0.098,0.973,-0.005,1.426,0.115,0.854
1773,8,0.603,2.556,0.705,1.306,0.207,0.956,0.001,1.453,0.116,0.852
1773,9,1.180,1.705,0.838,1.277,0.299,0.944,0.002,1.451,0.125,0.854
1773,10,1.412,1.688,0.921,1.669,0.350,0.939,-0.008,1.486,0.134,0.841
1773,11,-0.942,9.047,0.862,1.560,0.294,0.978,-0.005,1.482,0.131,0.837
1773,12,2.160,3.669,1.027,1.131,0.298,0.956,0.019,1.513,0.110,0.808
1774,1,-1.940,7.931,1.067,1.280,0.323,0.943,-0.006,1.257,0.086,0.831
1774,2,1.803,4.794,1.026,1.378,0.365,0.877,0.030,1.257,0.060,0.796
1774,3,1.342,4.199,0.829,1.467,0.364,0.870,0.049,1.234,0.050,0.800
1774,4,1.874,6.221,0.644,1.384,0.340,0.889,0.066,1.238,0.044,0.810
1774,5,2.319,3.362,0.163,1.614,0.378,0.856,0.088,1.257,0.040,0.817
1774,6,1.889,9.279,-0.260,1.477,0.367,0.838,0.078,1.262,0.048,0.829
1774,7,1.106,9.678,-0.104,1.262,0.348,0.849,0.074,1.251,0.039,0.854
1774,8,0.115,1.675,0.043,1.167,0.320,0.851,0.093,1.237,0.047,0.880
1774,9,-1.189,1.971,0.122,1.120,0.320,0.809,0.102,1.244,0.055,0.874
1774,10,-0.813,6.631,-0.139,1.289,0.290,0.786,0.148,1.220,0.048,0.861
