year,month,monthly_anomaly,monthly_unc,annual_anomaly,annual_unc,5y_anomaly,5y_unc,10y_anomaly,10y_unc,20y_anomaly,20y_unc
1959,5,-0.130,0.313,0.837,0.073,0.560,0.072,-0.077,0.065,0.034,0.058
1959,6,-0.061,0.172,0.695,0.084,0.515,0.071,-0.068,0.064,0.040,0.058
1959,7,3.036,0.262,0.507,0.087,0.530,0.074,-0.053,0.064,0.043,0.058
1959,8,0.807,0.213,0.306,0.084,0.444,0.076,-0.064,0.065,0.045,0.058
1959,9,-1.605,0.286,-0.011,0.082,0.370,0.073,-0.074,0.064,0.038,0.057
1959,10,-0.887,0.206,-0.150,0.068,0.404,0.068,-0.077,0.063,0.037,0.056
1959,11,-0.826,0.178,-0.136,0.058,0.395,0.070,-0.065,0.063,0.038,0.056
1959,12,0.008,0.216,-0.093,0.060,0.351,0.064,-0.087,0.064,-0.004,0.056
1960,1,-0.036,0.261,-0.409,0.073,0.299,0.055,-0.075,0.063,-0.003,0.056
1960,2,-1.475,0.404,-0.477,0.054,0.309,0.050,-0.097,0.064,-0.029,0.057
1960,3,0.003,0.206,-0.430,0.055,0.316,0.053,-0.091,0.066,-0.043,0.058
1960,4,-0.639,0.280,-0.283,0.061,0.310,0.056,-0.091,0.065,-0.052,0.058
1960,5,0.045,0.291,-0.031,0.080,0.312,0.059,-0.103,0.066,-0.063,0.057
1960,6,0.453,0.265,0.289,0.085,0.254,0.057,-0.093,0.065,-0.064,0.057
1960,7,-0.752,0.249,0.279,0.091,0.125,0.056,-0.109,0.063,-0.066,0.056
1960,8,-0.011,0.362,0.783,0.113,-0.004,0.058,-0.130,0.063,-0.071,0.056
1960,9,-1.041,0.189,1.104,0.120,0.015,0.060,-0.130,0.063,-0.075,0.056
1960,10,0.881,0.411,1.365,0.128,0.070,0.060,-0.138,0.062,-0.072,0.056
1960,11,2.195,0.290,1.291,0.147,0.064,0.061,-0.171,0.061,-0.068,0.056
1960,12,3.851,0.262,1.364,0.146,0.102,0.062,-0.173,0.061,-0.067,0.056
1961,1,-0.157,0.253,1.346,0.132,0.124,0.059,-0.184,0.059,-0.073,0.057
1961,2,4.569,0.154,1.305,0.105,0.157,0.057,-0.087,0.059,-0.072,0.058
1961,3,3.861,0.271,1.499,0.101,0.175,0.056,-0.067,0.060,-0.076,0.057
1961,4,2.493,0.396,1.613,0.080,0.152,0.056,-0.047,0.058,-0.081,0.056
1961,5,-0.850,0.379,1.456,0.074,0.194,0.055,-0.042,0.056,-0.068,0.056
1961,6,1.335,0.241,0.931,0.089,0.097,0.061,-0.044,0.057,-0.072,0.055
1961,7,-0.972,0.220,1.156,0.103,0.042,0.060,-0.037,0.056,-0.071,0.055
1961,8,-0.500,0.238,0.754,0.101,-0.008,0.061,-0.026,0.055,-0.072,0.054
1961,9,1.278,0.186,0.182,0.091,-0.150,0.063,-0.032,0.056,-0.088,0.055
1961,10,2.250,0.363,0.204,0.111,-0.156,0.062,-0.007,0.056,-0.081,0.055
1961,11,0.316,0.186,0.098,0.104,-0.147,0.060,0.028,0.055,-0.095,0.055
1961,12,-2.447,0.209,-0.157,0.116,-0.100,0.062,0.032,0.054,-0.091,0.055
1962,1,2.537,0.297,-0.217,0.116,-0.141,0.063,0.010,0.055,-0.116,0.056
1962,2,-0.250,0.253,-0.194,0.114,-0.170,0.064,-0.013,0.054,-0.106,0.055
1962,3,-3.006,0.322,-0.349,0.156,-0.140,0.062,0.007,0.053,-0.078,0.055
1962,4,2.758,0.316,-0.536,0.166,-0.130,0.059,0.001,0.050,-0.087,0.054
1962,5,-2.129,0.194,-0.485,0.167,-0.110,0.061,0.025,0.049,-0.079,0.054
1962,6,-1.723,0.448,-0.619,0.149,-0.103,0.063,0.014,0.046,-0.073,0.053
1962,7,-1.685,0.176,-1.459,0.140,-0.071,0.064,0.011,0.044,-0.067,0.053
1962,8,-0.230,0.214,-1.913,0.131,-0.104,0.065,0.020,0.042,-0.074,0.053
1962,9,-0.585,0.543,-1.930,0.123,-0.133,0.068,0.048,0.042,-0.073,0.052
1962,10,0.016,0.344,-2.121,0.107,-0.145,0.069,0.066,0.043,-0.078,0.052
1962,11,0.924,0.254,-1.776,0.123,-0.187,0.071,0.063,0.045,-0.066,0.052
1962,12,-4.056,0.379,-1.611,0.105,-0.196,0.071,0.059,0.046,-0.058,0.052
1963,1,-7.548,0.272,-1.311,0.105,-0.205,0.067,0.048,0.048,-0.055,0.052
1963,2,-5.696,0.321,-1.140,0.109,-0.227,0.065,0.040,0.051,-0.040,0.051
1963,3,-3.205,0.305,-0.972,0.092,-0.190,0.062,0.096,0.049,-0.031,0.051
1963,4,0.471,0.333,-0.983,0.087,-0.216,0.060,0.139,0.049,-0.038,0.050
1963,5,2.001,0.355,-0.805,0.093,-0.325,0.059,0.117,0.047,-0.038,0.050
1963,6,0.262,0.248,-0.810,0.091,-0.377,0.058,0.148,0.047,-0.042,0.049
1963,7,1.920,0.242,-0.271,0.106,-0.392,0.057,0.139,0.045,-0.049,0.049
1963,8,1.816,0.228,0.028,0.110,-0.428,0.054,0.140,0.045,-0.048,0.049
1963,9,1.434,0.350,-0.097,0.103,-0.481,0.053,0.141,0.046,-0.049,0.049
1963,10,-0.118,0.241,-0.077,0.089,-0.502,0.056,0.128,0.047,-0.060,0.048
1963,11,3.057,0.322,-0.211,0.085,-0.470,0.057,0.133,0.047,-0.063,0.048
1963,12,-4.113,0.393,-0.003,0.092,-0.489,0.054,0.093,0.049,-0.071,0.050
1964,1,-1.083,0.399,-0.117,0.088,-0.470,0.055,0.058,0.048,-0.039,0.050
1964,2,-2.100,0.321,-0.345,0.101,-0.467,0.056,0.031,0.049,0.010,0.049
1964,3,-4.710,0.396,-0.445,0.088,-0.504,0.058,-0.031,0.050,0.018,0.048
1964,4,0.704,0.391,-0.462,0.078,-0.496,0.058,-0.042,0.048,0.027,0.048
1964,5,0.402,0.232,-0.684,0.078,-0.503,0.053,-0.025,0.048,0.020,0.048
1964,6,2.755,0.248,-0.306,0.070,-0.450,0.052,-0.027,0.048,0.005,0.047
1964,7,0.547,0.217,-0.059,0.066,-0.511,0.054,-0.046,0.048,0.003,0.047
1964,8,-0.910,0.320,-0.175,0.067,-0.470,0.053,-0.053,0.046,0.005,0.046
1964,9,0.227,0.283,0.075,0.076,-0.357,0.048,-0.038,0.047,0.001,0.046
1964,10,-0.316,0.185,-0.097,0.091,-0.402,0.045,-0.025,0.047,-0.007,0.046
1964,11,0.394,0.185,-0.335,0.105,-0.345,0.044,-0.005,0.049,0.000,0.046
1964,12,0.423,0.267,-0.572,0.107,-0.322,0.040,-0.064,0.049,0.002,0.046
1965,1,1.875,0.276,-0.727,0.077,-0.277,0.042,-0.085,0.048,0.026,0.045
1965,2,-3.485,0.202,-0.760,0.064,-0.269,0.039,-0.102,0.048,0.038,0.046
1965,3,-1.719,0.428,-0.681,0.066,-0.219,0.037,-0.115,0.048,0.061,0.045
1965,4,-1.355,0.167,-0.713,0.064,-0.178,0.040,-0.116,0.047,0.067,0.045
1965,5,-2.461,0.319,-1.109,0.066,-0.186,0.041,-0.121,0.046,0.078,0.044
1965,6,-0.085,0.422,-1.080,0.057,-0.136,0.044,-0.122,0.046,0.080,0.045
1965,7,-1.310,0.367,-1.326,0.050,-0.029,0.049,-0.117,0.045,0.082,0.044
1965,8,-1.303,0.209,-0.834,0.065,0.084,0.054,-0.121,0.046,0.081,0.045
1965,9,1.167,0.342,-0.633,0.079,0.177,0.052,-0.120,0.045,0.087,0.044
1965,10,-0.699,0.288,-0.422,0.070,0.208,0.050,-0.131,0.044,0.087,0.043
1965,11,-4.355,0.321,-0.124,0.086,0.170,0.046,-0.139,0.044,0.079,0.044
1965,12,0.767,0.367,-0.103,0.108,0.195,0.044,-0.163,0.046,0.079,0.044
1966,1,-1.079,0.227,0.020,0.088,0.154,0.042,-0.161,0.047,0.081,0.045
1966,2,2.429,0.291,0.104,0.074,0.122,0.043,-0.182,0.048,0.116,0.044
1966,3,0.691,0.319,-0.071,0.081,0.106,0.045,-0.231,0.048,0.114,0.044
1966,4,1.178,0.205,0.213,0.083,0.104,0.045,-0.251,0.048,0.119,0.043
1966,5,1.109,0.201,0.566,0.081,0.071,0.045,-0.227,0.050,0.115,0.043
1966,6,0.163,0.349,0.563,0.075,0.089,0.045,-0.246,0.049,0.109,0.043
1966,7,0.171,0.220,0.562,0.082,0.073,0.046,-0.234,0.049,0.114,0.043
1966,8,-0.294,0.211,0.544,0.100,0.070,0.049,-0.217,0.050,0.114,0.042
1966,9,-0.937,0.262,0.800,0.096,0.088,0.050,-0.244,0.049,0.113,0.042
1966,10,2.712,0.273,0.706,0.086,0.071,0.048,-0.265,0.049,0.112,0.041
1966,11,-0.124,0.214,0.720,0.090,0.098,0.047,-0.274,0.050,0.135,0.042
1966,12,0.731,0.222,0.677,0.074,0.046,0.047,-0.222,0.049,0.130,0.043
1967,1,-1.086,0.373,0.749,0.070,0.049,0.046,-0.270,0.050,0.130,0.043
1967,2,2.212,0.242,0.796,0.072,0.064,0.046,-0.248,0.050,0.122,0.043
1967,3,3.761,0.287,1.072,0.065,0.063,0.047,-0.206,0.049,0.131,0.043
1967,4,0.057,0.340,1.055,0.079,0.081,0.046,-0.228,0.050,0.124,0.041
1967,5,1.270,0.247,1.101,0.076,0.099,0.049,-0.205,0.049,0.132,0.040
1967,6,-0.349,0.244,0.952,0.073,-0.025,0.048,-0.188,0.048,0.128,0.040
1967,7,1.027,0.210,0.948,0.084,-0.100,0.047,-0.158,0.050,0.115,0.039
1967,8,0.277,0.207,0.854,0.096,-0.099,0.047,-0.157,0.049,0.114,0.038
1967,9,2.379,0.125,0.739,0.086,-0.097,0.049,-0.163,0.048,0.111,0.037
1967,10,2.506,0.300,0.929,0.080,-0.087,0.049,-0.181,0.049,0.113,0.037
1967,11,0.421,0.230,0.799,0.068,-0.055,0.049,-0.183,0.049,0.118,0.037
1967,12,-1.057,0.327,0.975,0.076,-0.049,0.051,-0.141,0.049,0.123,0.037
1968,1,-1.125,0.413,0.848,0.072,-0.030,0.050,-0.065,0.049,0.130,0.037
1968,2,1.086,0.349,0.816,0.076,-0.015,0.052,0.013,0.049,0.117,0.036
1968,3,2.372,0.315,0.656,0.091,-0.051,0.051,0.064,0.047,0.146,0.036
1968,4,2.341,0.242,0.426,0.097,-0.046,0.053,0.053,0.046,0.153,0.036
1968,5,-0.293,0.373,0.479,0.086,0.048,0.055,0.038,0.046,0.140,0.036
1968,6,1.767,0.299,0.316,0.072,0.050,0.058,0.036,0.044,0.143,0.036
1968,7,-0.496,0.302,0.240,0.057,0.071,0.061,0.022,0.045,0.134,0.035
1968,8,-0.103,0.171,-0.038,0.063,0.063,0.064,0.007,0.046,0.130,0.034
1968,9,0.449,0.301,-0.543,0.067,0.018,0.062,-0.005,0.047,0.120,0.034
1968,10,-0.244,0.330,-0.760,0.068,0.001,0.062,-0.014,0.045,0.117,0.034
1968,11,1.058,0.191,-0.571,0.071,0.015,0.063,-0.056,0.046,0.120,0.034
1968,12,-3.014,0.282,-0.748,0.078,-0.004,0.058,-0.029,0.048,0.100,0.036
1969,1,-2.045,0.259,-0.645,0.096,0.002,0.056,0.006,0.050,0.078,0.037
1969,2,-2.252,0.355,-0.638,0.082,0.033,0.057,0.068,0.049,0.064,0.037
1969,3,-3.678,0.196,-0.658,0.076,0.016,0.055,0.139,0.046,0.051,0.037
1969,4,-0.267,0.369,-0.577,0.062,-0.034,0.055,0.131,0.046,0.042,0.037
1969,5,1.980,0.256,-0.541,0.079,-0.045,0.058,0.116,0.045,0.050,0.036
1969,6,-0.358,0.330,-0.876,0.070,0.006,0.058,0.077,0.044,0.059,0.036
1969,7,0.739,0.347,-0.923,0.070,-0.029,0.060,0.058,0.044,0.035,0.036
1969,8,-0.020,0.169,-1.021,0.061,-0.026,0.059,0.075,0.045,0.030,0.035
1969,9,0.202,0.233,-0.848,0.067,-0.055,0.060,0.076,0.044,0.038,0.035
1969,10,0.736,0.132,-0.887,0.084,-0.054,0.063,0.062,0.045,0.036,0.034
1969,11,1.487,0.330,-1.097,0.075,-0.065,0.063,0.066,0.045,0.036,0.035
1969,12,-7.031,0.261,-1.047,0.097,-0.053,0.063,0.091,0.046,0.046,0.035
1970,1,-2.608,0.199,-1.121,0.073,-0.039,0.063,0.127,0.046,0.037,0.035
1970,2,-3.438,0.301,-1.153,0.091,-0.044,0.064,0.172,0.046,0.049,0.035
1970,3,-1.600,0.440,-1.252,0.096,-0.106,0.063,0.213,0.045,0.042,0.035
1970,4,-0.737,0.364,-1.350,0.106,-0.185,0.062,0.225,0.044,0.040,0.035
1970,5,-0.537,0.266,-1.365,0.095,-0.179,0.062,0.259,0.044,0.029,0.035
1970,6,0.246,0.324,-0.706,0.099,-0.146,0.059,0.253,0.045,0.024,0.035
1970,7,-0.147,0.245,-0.472,0.095,-0.100,0.055,0.272,0.046,0.021,0.035
1970,8,-0.414,0.254,-0.021,0.104,-0.059,0.052,0.292,0.046,0.017,0.035
1970,9,-0.980,0.157,-0.057,0.089,-0.049,0.051,0.305,0.047,0.020,0.034
1970,10,-0.436,0.269,0.019,0.085,-0.101,0.053,0.311,0.046,0.017,0.034
1970,11,1.304,0.177,0.225,0.091,-0.093,0.054,0.329,0.047,0.002,0.033
1970,12,0.882,0.241,0.125,0.081,-0.122,0.055,0.330,0.049,-0.014,0.035
1971,1,0.188,0.260,0.177,0.086,-0.111,0.058,0.345,0.050,-0.014,0.035
1971,2,1.974,0.250,0.343,0.079,-0.109,0.058,0.319,0.049,-0.027,0.035
1971,3,-2.023,0.167,0.262,0.084,-0.115,0.058,0.296,0.048,-0.030,0.034
1971,4,0.165,0.151,0.277,0.093,-0.132,0.054,0.285,0.047,-0.045,0.033
1971,5,1.935,0.338,0.101,0.098,-0.182,0.055,0.272,0.047,-0.037,0.035
1971,6,-0.954,0.205,0.343,0.089,-0.146,0.059,0.263,0.045,-0.040,0.034
1971,7,0.478,0.198,0.061,0.107,-0.062,0.061,0.265,0.044,-0.036,0.034
1971,8,1.583,0.204,0.094,0.115,0.066,0.056,0.254,0.044,-0.036,0.034
1971,9,-1.949,0.430,0.432,0.116,0.190,0.052,0.257,0.042,-0.039,0.034
1971,10,-0.264,0.225,0.427,0.121,0.191,0.055,0.230,0.042,-0.046,0.033
1971,11,-0.800,0.245,0.320,0.103,0.135,0.054,0.241,0.044,-0.046,0.032
1971,12,3.785,0.269,0.429,0.112,0.108,0.055,0.229,0.043,-0.048,0.032
1972,1,-3.193,0.552,0.545,0.120,0.068,0.055,0.250,0.043,-0.061,0.032
1972,2,2.370,0.465,0.410,0.123,0.087,0.056,0.257,0.043,-0.060,0.031
1972,3,2.026,0.349,0.461,0.114,0.089,0.054,0.255,0.043,-0.036,0.030
1972,4,0.110,0.193,0.298,0.114,0.043,0.057,0.246,0.044,-0.054,0.030
1972,5,0.646,0.190,0.429,0.111,0.032,0.056,0.239,0.042,-0.041,0.030
1972,6,0.354,0.298,0.192,0.121,0.207,0.056,0.241,0.042,-0.036,0.029
1972,7,1.877,0.293,0.594,0.111,0.354,0.054,0.220,0.042,-0.026,0.029
1972,8,-0.045,0.116,0.694,0.093,0.443,0.053,0.209,0.042,-0.020,0.029
1972,9,-1.338,0.504,0.769,0.078,0.523,0.050,0.173,0.042,-0.009,0.030
1972,10,-2.213,0.168,0.696,0.080,0.537,0.048,0.160,0.040,-0.006,0.030
1972,11,0.765,0.202,0.659,0.068,0.572,0.048,0.173,0.038,-0.005,0.030
1972,12,0.944,0.318,0.630,0.074,0.556,0.049,0.186,0.036,0.023,0.030
1973,1,1.628,0.173,0.489,0.075,0.575,0.052,0.212,0.035,0.082,0.030
1973,2,3.574,0.266,0.492,0.052,0.599,0.052,0.194,0.032,0.104,0.030
1973,3,2.921,0.378,0.610,0.042,0.661,0.053,0.197,0.031,0.127,0.029
1973,4,-0.761,0.363,0.689,0.048,0.669,0.051,0.168,0.033,0.134,0.029
1973,5,0.203,0.216,0.467,0.037,0.610,0.053,0.162,0.034,0.137,0.028
1973,6,0.007,0.188,0.315,0.037,0.610,0.053,0.137,0.035,0.135,0.028
1973,7,0.186,0.154,0.431,0.048,0.619,0.053,0.129,0.034,0.132,0.028
1973,8,-0.016,0.458,0.583,0.047,0.575,0.050,0.121,0.033,0.128,0.028
1973,9,0.086,0.272,0.657,0.042,0.574,0.052,0.100,0.033,0.127,0.028
1973,10,-1.267,0.250,0.701,0.070,0.570,0.050,0.106,0.032,0.130,0.028
1973,11,-1.903,0.286,0.570,0.075,0.528,0.048,0.108,0.033,0.113,0.028
1973,12,-0.873,0.503,0.404,0.081,0.529,0.048,0.107,0.034,0.129,0.027
1974,1,3.017,0.279,0.249,0.070,0.529,0.046,0.099,0.036,0.149,0.028
1974,2,5.395,0.418,0.343,0.069,0.475,0.044,0.098,0.035,0.159,0.028
1974,3,3.805,0.364,0.364,0.081,0.499,0.044,0.133,0.034,0.179,0.027
1974,4,-0.226,0.241,0.302,0.092,0.493,0.043,0.127,0.036,0.178,0.027
1974,5,-1.373,0.195,0.528,0.088,0.527,0.042,0.125,0.035,0.179,0.026
1974,6,-1.984,0.189,0.888,0.102,0.451,0.041,0.146,0.035,0.159,0.025
1974,7,-1.674,0.217,1.156,0.109,0.530,0.039,0.116,0.034,0.150,0.025
1974,8,1.110,0.216,0.864,0.102,0.540,0.040,0.114,0.035,0.155,0.025
1974,9,0.343,0.222,0.815,0.090,0.566,0.036,0.115,0.034,0.154,0.024
1974,10,-2.016,0.201,0.843,0.067,0.547,0.037,0.097,0.033,0.165,0.024
1974,11,0.815,0.379,1.086,0.067,0.542,0.032,0.077,0.032,0.162,0.023
1974,12,3.444,0.358,1.192,0.062,0.535,0.031,0.156,0.031,0.160,0.023
1975,1,6.233,0.274,1.413,0.079,0.479,0.031,0.159,0.031,0.131,0.023
1975,2,1.890,0.349,1.406,0.081,0.462,0.033,0.199,0.030,0.121,0.023
1975,3,3.216,0.300,1.607,0.077,0.452,0.030,0.199,0.028,0.131,0.023
1975,4,0.110,0.332,1.780,0.085,0.505,0.031,0.195,0.028,0.138,0.023
1975,5,1.550,0.115,1.527,0.068,0.525,0.029,0.178,0.029,0.156,0.023
1975,6,-0.714,0.209,1.314,0.078,0.518,0.028,0.171,0.028,0.149,0.022
1975,7,0.977,0.207,0.854,0.083,0.524,0.026,0.160,0.029,0.153,0.023
1975,8,1.029,0.302,0.641,0.067,0.447,0.023,0.155,0.029,0.161,0.022
1975,9,2.750,0.238,0.197,0.059,0.444,0.022,0.160,0.029,0.152,0.022
1975,10,0.057,0.348,0.181,0.065,0.437,0.023,0.165,0.030,0.158,0.022
1975,11,-2.215,0.338,0.007,0.056,0.417,0.022,0.143,0.029,0.166,0.022
1975,12,0.881,0.411,-0.010,0.054,0.397,0.022,0.135,0.029,0.174,0.022
1976,1,0.713,0.342,-0.054,0.058,0.368,0.020,0.133,0.029,0.186,0.022
1976,2,-0.666,0.194,-0.276,0.088,0.351,0.023,0.128,0.027,0.148,0.022
1976,3,-2.115,0.334,-0.547,0.078,0.314,0.023,0.171,0.026,0.144,0.022
1976,4,-0.078,0.211,-0.605,0.084,0.344,0.022,0.160,0.025,0.143,0.022
1976,5,-0.534,0.337,-0.314,0.089,0.398,0.026,0.152,0.027,0.147,0.022
1976,6,-0.919,0.292,-0.453,0.111,0.360,0.027,0.167,0.025,0.146,0.022
1976,7,0.452,0.599,-0.386,0.101,0.260,0.027,0.162,0.025,0.145,0.021
1976,8,-1.645,0.526,-0.081,0.106,0.130,0.024,0.146,0.025,0.148,0.021
1976,9,-0.501,0.167,0.392,0.111,0.076,0.022,0.165,0.026,0.142,0.020
1976,10,-0.630,0.419,0.316,0.103,0.062,0.023,0.172,0.025,0.132,0.020
1976,11,1.274,0.236,0.388,0.099,0.115,0.023,0.181,0.022,0.140,0.020
1976,12,-0.786,0.236,0.457,0.106,0.184,0.023,0.126,0.023,0.139,0.020
1977,1,1.514,0.332,0.299,0.078,0.165,0.023,0.147,0.019,0.112,0.020
1977,2,2.989,0.358,0.344,0.076,0.141,0.025,0.128,0.018,0.105,0.020
1977,3,3.572,0.216,0.226,0.083,0.140,0.025,0.134,0.016,0.071,0.020
1977,4,-0.995,0.346,0.360,0.072,0.151,0.024,0.121,0.015,0.072,0.020
1977,5,0.333,0.354,0.419,0.080,0.123,0.021,0.122,0.015,0.063,0.019
1977,6,-0.092,0.314,0.526,0.088,0.105,0.024,0.115,0.014,0.061,0.019
1977,7,-1.445,0.287,0.566,0.084,-0.036,0.027,0.105,0.014,0.057,0.018
1977,8,-1.105,0.230,0.229,0.086,-0.045,0.030,0.116,0.014,0.049,0.018
1977,9,-1.917,0.334,0.159,0.093,-0.125,0.032,0.144,0.014,0.039,0.017
1977,10,0.983,0.242,0.144,0.072,-0.147,0.032,0.169,0.013,0.029,0.017
1977,11,1.973,0.236,0.034,0.065,-0.216,0.033,0.173,0.013,0.030,0.017
1977,12,0.509,0.299,-0.059,0.081,-0.215,0.033,0.186,0.014,0.041,0.017
1978,1,1.987,0.250,-0.067,0.088,-0.255,0.036,0.229,0.015,0.067,0.016
1978,2,-1.055,0.229,-0.062,0.094,-0.288,0.042,0.196,0.016,0.076,0.015
1978,3,2.732,0.431,-0.077,0.082,-0.341,0.043,0.191,0.016,0.065,0.015
1978,4,-1.172,0.214,-0.116,0.087,-0.340,0.043,0.215,0.017,0.055,0.015
1978,5,-0.986,0.277,-0.172,0.076,-0.324,0.041,0.235,0.017,0.064,0.015
1978,6,-1.207,0.311,-0.474,0.071,-0.341,0.043,0.233,0.017,0.055,0.016
1978,7,-1.550,0.357,-0.890,0.088,-0.353,0.044,0.243,0.016,0.063,0.016
1978,8,-1.036,0.207,-1.002,0.086,-0.318,0.041,0.250,0.017,0.065,0.015
1978,9,-2.106,0.237,-1.182,0.083,-0.231,0.040,0.260,0.017,0.065,0.015
1978,10,0.517,0.177,-1.171,0.088,-0.250,0.039,0.274,0.017,0.063,0.014
1978,11,1.298,0.317,-0.943,0.093,-0.224,0.039,0.281,0.017,0.043,0.014
1978,12,-3.116,0.473,-0.661,0.100,-0.195,0.034,0.287,0.016,0.060,0.014
1979,1,-2.997,0.390,-0.767,0.096,-0.205,0.029,0.292,0.016,0.091,0.014
1979,2,-2.407,0.177,-0.708,0.098,-0.183,0.026,0.251,0.015,0.127,0.014
1979,3,0.575,0.404,-0.509,0.088,-0.168,0.029,0.218,0.016,0.161,0.013
1979,4,-1.042,0.224,-0.663,0.075,-0.148,0.028,0.226,0.016,0.168,0.013
1979,5,1.752,0.387,-0.845,0.091,-0.165,0.025,0.242,0.017,0.163,0.012
1979,6,2.177,0.327,-0.387,0.087,-0.200,0.025,0.240,0.017,0.161,0.012
1979,7,-2.824,0.196,-0.324,0.081,-0.236,0.024,0.242,0.017,0.160,0.012
1979,8,-0.320,0.252,-0.009,0.077,-0.284,0.029,0.235,0.018,0.163,0.012
1979,9,0.283,0.200,-0.189,0.058,-0.298,0.026,0.232,0.017,0.168,0.011
1979,10,-1.332,0.250,-0.203,0.058,-0.306,0.026,0.268,0.019,0.173,0.011
1979,11,-0.887,0.242,-0.565,0.071,-0.298,0.028,0.259,0.019,0.159,0.011
1979,12,2.384,0.263,-0.800,0.081,-0.305,0.025,0.229,0.019,0.196,0.011
1980,1,-2.245,0.165,-0.684,0.091,-0.269,0.025,0.135,0.019,0.229,0.010
1980,2,1.374,0.152,-0.738,0.112,-0.229,0.025,0.070,0.019,0.275,0.010
1980,3,-1.585,0.219,-0.797,0.116,-0.163,0.024,0.048,0.020,0.302,0.010
1980,4,-1.212,0.235,-0.676,0.125,-0.167,0.026,0.051,0.019,0.308,0.009
1980,5,-2.588,0.215,-0.706,0.118,-0.179,0.030,0.053,0.019,0.313,0.009
1980,6,-0.650,0.237,-0.918,0.124,-0.145,0.030,0.045,0.020,0.312,0.009
1980,7,-1.435,0.316,-0.732,0.123,-0.066,0.030,0.033,0.020,0.308,0.010
1980,8,-0.968,0.412,-0.727,0.111,-0.055,0.035,0.031,0.021,0.311,0.010
1980,9,-0.425,0.186,-0.337,0.101,-0.062,0.037,-0.000,0.022,0.307,0.011
1980,10,0.118,0.173,-0.338,0.079,-0.006,0.036,0.004,0.023,0.312,0.011
1980,11,-1.241,0.159,-0.033,0.088,0.054,0.033,0.003,0.024,0.312,0.010
1980,12,-0.163,0.445,0.086,0.085,0.069,0.032,0.017,0.024,0.311,0.009
1981,1,-0.006,0.375,0.197,0.069,0.118,0.032,0.026,0.024,0.326,0.008
1981,2,1.426,0.340,0.248,0.099,0.149,0.033,-0.023,0.023,0.313,0.008
1981,3,3.102,0.247,0.315,0.100,0.205,0.033,-0.008,0.022,0.333,0.008
1981,4,-1.226,0.277,0.355,0.100,0.204,0.032,0.000,0.023,0.332,0.008
1981,5,1.069,0.415,0.480,0.094,0.165,0.033,0.022,0.022,0.313,0.008
1981,6,0.778,0.265,0.252,0.079,0.215,0.032,0.029,0.020,0.311,0.008
1981,7,-0.100,0.163,0.201,0.071,0.323,0.031,0.026,0.020,0.313,0.007
1981,8,-0.358,0.284,0.087,0.061,0.371,0.034,0.041,0.020,0.310,0.008
1981,9,0.386,0.227,0.058,0.075,0.360,0.032,0.027,0.019,0.322,0.010
1981,10,0.588,0.163,0.038,0.076,0.389,0.032,0.035,0.021,0.322,0.009
1981,11,0.260,0.259,0.018,0.082,0.369,0.032,0.038,0.021,0.328,0.009
1981,12,-2.897,0.313,-0.091,0.078,0.296,0.031,0.050,0.022,0.312,0.008
1982,1,-0.617,0.329,-0.022,0.075,0.319,0.033,-0.026,0.022,0.337,0.008
1982,2,0.063,0.201,0.114,0.069,0.328,0.034,-0.046,0.025,0.343,0.007
1982,3,2.749,0.439,0.251,0.079,0.325,0.034,-0.113,0.025,0.343,0.007
1982,4,-1.464,0.255,0.264,0.067,0.384,0.033,-0.102,0.027,0.343,0.008
1982,5,0.825,0.209,0.349,0.051,0.396,0.037,-0.114,0.027,0.343,0.007
1982,6,-0.523,0.277,0.801,0.072,0.353,0.037,-0.119,0.028,0.348,0.007
1982,7,0.719,0.149,1.416,0.068,0.306,0.038,-0.106,0.029,0.347,0.007
1982,8,1.276,0.265,1.379,0.074,0.184,0.038,-0.110,0.029,0.362,0.007
1982,9,2.035,0.173,1.342,0.055,0.221,0.039,-0.095,0.028,0.366,0.007
1982,10,0.738,0.161,1.644,0.056,0.248,0.038,-0.101,0.028,0.365,0.007
1982,11,1.288,0.299,1.792,0.071,0.322,0.040,-0.112,0.027,0.364,0.007
1982,12,2.528,0.214,1.811,0.062,0.304,0.042,-0.104,0.026,0.362,0.008
1983,1,6.760,0.325,1.867,0.058,0.321,0.043,-0.078,0.027,0.370,0.008
1983,2,-0.387,0.307,1.828,0.063,0.350,0.046,-0.042,0.028,0.361,0.008
1983,3,2.306,0.231,1.764,0.075,0.340,0.045,-0.068,0.027,0.348,0.008
1983,4,2.167,0.179,1.742,0.077,0.349,0.051,-0.058,0.027,0.356,0.008
1983,5,2.597,0.320,1.545,0.085,0.331,0.053,-0.035,0.025,0.369,0.008
1983,6,-0.298,0.235,1.325,0.079,0.375,0.056,-0.027,0.024,0.364,0.007
1983,7,1.398,0.174,1.055,0.071,0.405,0.057,-0.003,0.024,0.358,0.007
1983,8,0.801,0.297,1.126,0.052,0.271,0.055,0.009,0.022,0.354,0.008
1983,9,1.264,0.304,0.928,0.059,0.216,0.051,0.030,0.022,0.349,0.008
1983,10,0.481,0.270,0.801,0.069,0.251,0.049,0.020,0.020,0.353,0.008
1983,11,-1.073,0.164,0.633,0.054,0.268,0.053,-0.022,0.021,0.342,0.008
1983,12,-0.114,0.266,0.476,0.077,0.253,0.049,0.013,0.024,0.357,0.010
